,SEM-I,SEM-II,SEM-III,SEM-IV,SEM-V,SEM-VI,SEM-VII,SEM-VIII
2913,6.19,8.35,8.52,9.29,9.04,7.43,6.50,7.57
2915,8.08,8.80,8.22,9.88,9.26,7.65,7.82,8.29
2916,6.94,7.13,7.96,8.42,8.43,7.65,7.55,7.95
2918,7.28,8.90,8.87,9.88,9.04,7.52,7.95,8.86
2919,8.00,9.10,9.13,9.63,9.35,7.65,7.00,7.86
2920,7.17,7.58,7.83,9.14,9.35,7.36,6.50,6.71
2921,7.42,7.33,8.17,9.08,8.87,8.17,8.36,8.0
2922,6.03,7.25,8.22,8.83,9.00,7.43,7.82,7.86
2923,7.22,7.50,6.83,8.17,9.00,7.13,7.55,9.14
2924,6.72,7.38,8.43,8.04,7.78,7.22,7.91,8.0
2925,6.75,7.20,7.87,7.46,7.35,7.30,7.09,8.48
2926,6.83,5.78,6.43,6.88,7.13,6.04,6.18,7.29
2927,7.97,7.13,8.09,7.25,7.91,7.65,7.55,8.57
2928,7.89,8.45,7.04,8.39,7.96,8.10,8.23,9.14
2929,7.94,8.40,8.65,8.17,8.03,7.87,7.86,8.86
2930,5.94,7.75,8.13,7.67,7.13,6.57,7.27,8.0
2931,6.83,7.15,8.70,8.08,7.65,6.88,7.05,7.57
2932,7.39,7.75,8.65,8.50,8.03,7.91,8.09,8.14
2933,7.50,8.15,8.43,8.42,8.43,9.09,8.91,0.0
2934,6.94,7.05,8.22,8.46,8.78,8.30,8.36,9.0
2935,7.89,7.50,6.22,7.13,7.83,7.61,7.68,8.57
2937,7.28,7.10,7.39,7.50,7.43,7.52,7.64,8.71
2938,6.78,6.73,8.00,7.96,7.35,7.26,7.50,8.43
2941,6.78,8.10,9.00,8.96,9.04,9.48,8.91,9.29
2943,6.94,7.20,8.26,8.31,7.65,8.10,7.41,8.14
2944,7.42,7.35,7.74,7.42,7.52,7.91,7.86,8.43
2945,6.89,6.88,9.13,9.50,9.17,8.04,7.68,8.29
2946,5.78,6.95,8.30,8.38,8.43,7.39,7.14,8.57
2947,5.94,7.40,8.96,8.67,7.61,7.52,7.00,8.0
2948,7.47,6.80,7.70,6.75,6.96,6.87,7.86,7.71
2949,5.93,6.24,7.83,7.96,8.30,7.48,7.64,8.0
2950,6.37,7.78,8.96,8.77,8.48,8.45,8.36,9.14
2951,6.72,8.05,7.09,7.67,7.57,7.74,7.41,8.0
2952,7.39,6.95,6.91,6.92,7.35,6.26,6.18,7.33
2953,7.50,7.00,6.57,6.79,7.00,6.83,6.27,7.48
2954,6.39,7.95,7.87,7.96,7.91,7.35,8.36,8.71
2957,8.56,8.80,8.52,9.25,8.96,9.48,8.50,8.57
2958,7.83,7.85,8.70,8.71,8.32,8.87,7.95,8.76
2959,6.17,6.95,7.96,8.17,7.52,7.26,8.09,8.24
2960,8.06,7.80,7.00,7.83,7.96,7.83,8.00,9.48
2962,7.67,6.80,7.96,8.08,7.13,7.13,5.77,8.05
2963,7.89,7.03,8.39,8.13,7.74,7.52,6.86,8.43
2966,7.83,6.44,8.30,8.21,7.91,7.17,6.86,7.38
2967,7.94,8.60,7.22,7.68,8.17,9.86,9.32,9.14
2968,6.39,6.65,7.30,7.63,8.04,7.91,7.82,8.43
2969,7.28,6.73,8.43,9.08,9.35,8.35,7.27,8.71
2970,7.39,8.13,7.74,8.33,8.52,7.52,7.55,8.14
2971,7.56,7.63,7.48,8.56,8.57,6.87,7.45,7.52
2972,7.33,7.93,8.04,8.58,8.35,7.61,7.95,7.43
2973,8.89,9.60,8.83,10.00,9.61,8.48,8.36,8.71
2974,7.56,7.45,7.65,8.38,8.39,6.43,7.59,7.43
2975,7.11,8.60,9.13,9.88,9.13,8.43,9.45,9.29
2976,7.33,7.68,8.30,8.46,7.74,7.30,6.82,7.67
2977,6.89,8.48,8.48,9.22,8.74,8.17,8.73,8.9
2978,6.61,8.35,7.30,7.71,7.78,7.87,7.95,8.43
2979,5.78,6.75,7.30,7.75,8.35,5.87,6.77,6.43
2980,6.44,8.10,7.78,7.67,8.30,7.00,7.91,7.62
2981,7.50,9.20,8.70,9.08,9.26,8.57,9.18,9.86
2982,8.39,9.90,8.04,9.46,8.78,7.83,7.55,8.9
2983,7.67,9.80,8.26,8.96,8.52,7.04,7.55,8.19
2984,8.89,10.00,9.61,9.50,9.09,8.78,8.68,9.29
2985,7.06,8.70,8.65,8.71,8.70,6.96,6.73,8.0
2986,7.28,9.15,8.70,8.83,8.61,7.39,7.91,8.24
2987,7.17,8.45,8.04,7.71,7.39,6.35,6.23,7.1
2988,6.42,7.95,7.35,7.42,6.91,5.96,5.95,7.19
2989,7.83,9.55,9.17,8.79,8.87,6.48,8.32,9.1
2990,7.61,9.25,9.26,9.50,9.61,7.91,7.55,8.19
2991,6.78,8.53,8.96,9.46,9.04,7.30,7.27,8.0
2992,8.28,9.70,8.61,9.68,9.04,7.97,8.14,8.29
2993,6.89,8.80,9.00,8.96,8.61,6.61,7.09,7.62
2994,8.83,10.00,9.83,9.71,9.70,9.91,9.68,0.0
2995,9.17,10.00,9.22,9.29,9.30,8.09,7.82,8.24
2996,7.97,8.78,9.22,8.83,8.57,7.43,7.14,8.76
2997,8.67,10.00,8.61,9.67,8.61,8.70,8.36,9.81
2998,7.72,8.95,9.00,9.50,8.43,6.61,7.09,8.1
3000,7.06,8.75,8.48,8.96,9.74,7.13,7.82,8.38
3001,6.33,8.35,9.09,8.83,8.78,6.52,6.27,7.29
3002,8.22,10.00,9.09,9.75,9.52,8.70,8.32,9.33
3003,8.39,10.00,9.13,9.58,8.96,9.09,8.05,9.57
3004,7.78,9.35,9.17,9.77,9.43,8.80,8.09,9.57
3005,7.11,8.75,9.26,9.50,9.17,7.52,8.09,8.29
3006,8.50,10.00,9.87,9.79,9.43,9.13,8.05,9.43
3007,7.78,9.63,9.26,9.21,9.04,8.09,7.23,9.24
3008,7.25,8.55,8.74,9.21,8.13,8.13,7.55,8.38
3009,6.83,7.83,8.09,8.08,7.87,6.91,7.18,7.33
3010,8.00,9.20,8.70,8.67,7.70,6.87,7.59,7.95
3011,9.06,10.00,9.78,9.73,9.57,9.06,8.64,9.43
3012,7.72,9.90,9.91,9.29,9.39,7.91,7.86,9.57
3013,7.94,9.40,9.61,9.38,9.43,8.70,9.05,9.86
3014,7.61,9.00,8.91,8.58,8.83,7.22,8.00,8.29
3015,8.83,10.00,9.57,9.63,9.35,8.22,8.64,9.0
3016,7.00,9.25,7.78,8.58,8.70,7.96,7.91,8.48
3017,7.06,8.50,9.09,9.25,8.87,7.91,7.68,8.43
3018,8.56,9.80,9.39,9.63,9.57,7.39,7.14,8.48
3019,7.72,9.55,9.26,9.75,8.91,8.57,8.45,9.29
3020,9.00,10.00,9.30,9.54,9.78,8.17,8.77,9.43
3021,7.17,9.65,9.57,9.88,9.30,7.74,8.14,9.38
3022,7.50,9.10,8.65,8.83,8.04,7.48,7.68,7.71
3023,8.25,9.85,9.26,9.29,8.87,8.57,7.77,8.29
3024,7.44,8.70,8.35,8.79,8.30,8.43,8.14,8.62
3025,7.70,7.85,8.83,9.04,8.35,5.87,6.14,7.33
3026,8.17,9.90,8.43,9.00,8.83,7.52,7.73,8.19
3027,6.78,8.65,8.65,8.58,8.96,7.04,7.95,8.81
3028,9.17,10.00,8.48,9.08,8.04,7.39,7.36,7.71
3029,7.50,8.88,8.91,8.42,7.52,7.30,6.77,7.67
3030,6.81,8.60,8.70,8.73,8.65,7.10,6.05,7.24
3031,7.72,8.98,8.83,8.79,9.52,6.70,6.91,7.81
3032,8.14,9.10,9.13,9.29,8.65,7.65,7.95,8.71
3033,8.11,10.00,8.96,9.71,9.35,8.30,7.86,9.19
3034,8.50,8.43,8.57,8.96,8.57,7.13,7.27,8.33
3035,7.58,9.05,7.96,8.50,8.09,7.13,7.05,8.38
3036,7.78,9.55,9.35,9.43,9.39,8.58,8.64,9.86
3037,8.56,10.00,9.04,9.58,9.04,8.09,8.09,9.29
3038,8.08,9.70,9.35,9.63,9.22,7.43,7.82,9.43
3039,8.83,10.00,9.61,9.75,10.00,8.35,8.55,9.43
3040,7.94,9.50,9.26,9.43,8.91,8.06,7.59,8.43
3041,7.50,8.70,8.48,9.08,8.57,7.57,8.00,9.71
3042,7.00,9.70,9.22,9.56,9.35,8.40,7.68,9.14
3043,7.00,8.60,9.78,9.79,9.57,7.91,7.77,8.38
3044,7.67,9.25,7.87,8.96,8.35,7.09,7.23,7.95
3045,7.56,8.15,7.57,8.46,8.17,6.61,7.45,8.1
3046,7.11,8.90,8.74,9.17,9.09,7.65,8.05,9.0
3047,9.61,10.00,9.17,8.75,8.52,7.91,8.36,8.57
3048,7.67,9.40,8.83,9.38,8.74,7.83,7.82,8.71
3049,7.94,9.05,8.39,9.04,9.26,8.52,8.23,9.76
3050,7.83,9.28,8.91,9.42,8.48,6.87,7.64,8.05
3051,6.50,8.55,8.43,9.29,9.48,7.43,7.68,7.62
3052,6.89,8.35,7.04,8.39,8.39,7.45,6.91,8.1
3053,6.83,8.90,8.48,8.29,8.83,7.17,6.68,8.1
3055,7.17,8.75,8.43,9.00,9.04,7.65,7.82,8.57
3056,8.06,9.80,8.35,8.58,8.83,7.52,8.36,8.29
3057,8.06,10.00,9.39,9.23,9.22,7.45,7.18,7.52
3058,7.61,9.45,8.43,8.46,8.26,6.87,7.14,8.1
3059,6.94,8.35,9.04,9.39,9.48,7.97,7.86,8.86
3060,7.50,9.35,8.17,9.00,8.26,8.26,8.23,9.0
3061,5.43,7.20,7.52,8.04,8.35,6.78,8.18,8.33
3062,8.00,9.70,9.22,9.04,8.61,7.52,8.14,9.14
3063,8.78,10.00,9.35,9.29,8.91,7.74,8.36,8.57
3064,7.47,8.50,8.04,8.63,7.91,7.61,8.09,9.19
3065,7.86,8.10,8.04,8.88,8.70,7.26,7.05,8.48
3066,6.56,8.45,7.65,8.54,8.87,6.61,6.45,7.67
3067,6.89,8.95,8.35,8.33,9.13,7.43,7.82,9.1
3068,8.72,10.00,9.70,9.31,8.35,7.84,7.59,8.33
3069,6.78,9.45,9.52,9.63,9.43,7.26,7.50,8.52
3070,8.89,10.00,8.87,9.38,9.43,9.22,8.00,9.71
3071,7.07,7.39,6.91,8.71,8.96,6.17,6.41,7.52
3072,7.31,8.20,8.52,8.71,8.35,7.17,7.14,8.29
3073,8.25,7.68,8.52,8.75,8.83,7.35,7.41,8.71
3074,8.11,9.78,9.04,9.21,9.09,8.39,8.09,8.14
3075,8.39,9.40,9.17,9.21,9.00,8.00,7.45,8.52
3076,8.11,9.85,9.87,9.31,9.00,8.93,8.77,9.29
3078,7.50,9.05,7.65,9.04,8.48,7.13,7.23,8.05
3079,6.06,7.55,8.13,8.75,8.74,6.83,7.36,8.38
3080,6.22,8.50,8.87,8.73,8.96,6.45,7.14,7.71
3082,7.06,8.85,7.22,7.92,7.57,6.83,7.64,7.95
3083,7.14,7.30,7.65,7.88,7.70,6.52,6.50,7.86
3084,7.36,8.40,7.83,8.38,8.57,7.26,7.27,7.71
3085,6.67,8.95,8.04,8.21,7.83,6.35,6.32,7.0
3086,7.17,8.93,8.30,8.67,9.22,7.48,7.14,7.38
3087,6.83,8.60,8.74,10.00,9.87,8.83,8.23,9.29
3088,7.61,9.70,8.43,10.00,10.00,8.70,7.95,8.43
3089,7.61,7.83,8.09,9.17,9.87,8.70,8.23,9.38
3090,6.89,7.78,8.70,9.71,9.87,7.78,7.77,8.38
3092,7.22,8.50,8.43,9.75,10.00,7.09,6.82,7.52
3094,8.07,6.94,8.96,10.00,10.00,8.22,7.36,8.14
3095,6.47,7.50,7.96,9.33,9.65,7.35,6.73,6.71
3096,7.56,9.03,9.09,9.42,10.00,9.61,9.32,9.43
3097,6.46,6.76,8.35,10.00,10.00,7.83,6.82,7.43
3098,7.39,9.50,8.96,9.88,10.00,9.35,8.50,8.86
3099,6.61,7.20,7.26,8.12,9.04,6.83,6.59,6.0
3100,7.39,8.13,8.61,9.79,10.00,8.30,8.36,8.76
3101,6.69,8.00,7.57,8.46,9.09,7.22,6.45,6.57
3102,7.39,9.70,9.48,9.88,9.87,9.19,8.64,8.86
3103,6.56,8.75,8.78,10.00,10.00,9.09,9.27,9.43
3104,5.96,6.80,6.11,5.64,10.00,8.70,8.50,8.95
3105,7.97,9.20,8.74,10.00,10.00,8.70,8.91,8.86
3106,7.13,6.81,8.48,10.00,10.00,8.43,7.27,8.29
3107,7.28,8.85,8.87,9.88,10.00,8.61,8.23,9.24
3108,7.11,7.35,8.00,9.46,10.00,8.04,7.09,7.05
3109,6.11,8.03,8.57,9.67,9.87,8.00,8.36,9.14
3110,6.81,7.65,7.74,8.33,9.17,7.96,7.77,8.52
3111,7.56,8.20,7.83,9.33,9.87,7.48,6.82,7.14
3113,6.93,7.72,8.43,9.83,9.87,7.57,7.18,8.43
3114,6.00,7.45,8.00,8.83,9.22,7.26,6.05,6.14
3115,7.33,9.65,8.61,9.83,10.00,9.61,8.50,8.86
3116,7.25,9.35,8.61,9.71,10.00,8.57,8.09,8.14
3117,7.11,9.30,8.57,9.50,9.87,8.17,8.45,8.48
3119,6.92,7.65,8.04,9.62,9.91,7.65,7.45,8.57
3120,8.42,7.80,7.87,9.04,8.91,7.57,6.45,6.76
3121,6.78,8.20,7.74,9.88,10.00,7.48,7.64,8.29
3124,7.19,8.00,7.43,8.88,9.35,7.22,6.68,7.57
3125,7.31,7.80,7.91,9.42,9.04,7.70,7.36,7.43
3126,8.06,9.30,8.52,9.46,10.00,8.43,7.68,7.95
3128,6.89,8.75,7.78,9.46,9.57,8.43,7.55,7.86
3131,6.53,7.48,7.78,8.17,9.74,9.00,7.64,8.19
3133,7.28,8.24,8.48,9.46,9.96,8.48,7.64,8.29
3134,7.28,8.24,8.48,9.46,9.96,8.48,8.27,8.57
3142,6.43,7.59,7.39,7.50,7.78,7.39,7.41,8.14
3155,6.78,6.78,7.70,8.08,8.70,7.78,8.23,8.71
3166,6.50,7.05,9.61,9.00,8.91,7.48,8.64,9.29
3167,6.31,7.85,9.13,8.88,8.65,7.78,7.77,8.43
3168,8.33,9.50,9.22,8.88,8.09,7.00,7.68,9.0
3169,5.31,6.55,9.35,9.29,9.04,7.48,8.91,9.57
3170,7.72,8.15,9.26,9.13,8.17,7.13,7.23,8.43
3171,6.44,7.73,9.43,9.79,8.35,6.93,7.18,7.71
3172,7.42,7.73,8.91,8.88,8.78,7.87,8.23,9.57
3173,7.44,8.95,8.70,8.71,9.17,7.87,8.64,8.86
3174,6.97,9.30,9.26,9.04,9.17,7.70,7.95,8.57
3175,8.33,8.75,9.30,9.63,9.65,8.83,9.45,0.0
3176,6.86,7.60,8.96,9.67,9.00,7.35,8.23,9.14
3177,6.94,9.00,9.48,9.58,8.96,7.35,8.77,8.57
3178,5.89,7.33,9.30,9.21,9.61,8.83,9.18,9.71
3179,7.14,8.20,8.43,9.21,8.35,8.57,8.50,9.43
3180,7.89,9.65,9.48,9.17,8.74,7.48,8.36,9.0
3181,6.53,8.40,8.65,8.67,7.87,7.26,7.73,9.43
3182,6.19,7.03,9.52,8.88,8.65,7.17,7.91,8.14
3183,7.81,9.25,9.65,9.21,9.04,7.48,8.09,8.29
3184,7.39,8.35,9.48,9.58,9.35,7.48,7.55,8.71
3185,6.14,7.38,8.83,9.00,8.65,6.78,7.64,9.0
3186,6.19,7.35,8.65,9.00,8.43,6.74,7.50,8.14
3187,8.50,9.70,9.22,9.29,8.83,8.00,7.91,8.29
3188,7.17,9.00,8.91,8.79,8.70,7.19,8.09,8.71
3189,6.31,7.90,8.48,9.04,7.96,7.70,8.09,8.57
3190,6.47,8.00,8.78,8.79,8.61,7.74,8.09,9.71
3191,6.39,7.68,9.48,9.29,8.91,6.22,8.09,8.86
3192,7.42,8.20,9.48,9.63,9.48,9.57,9.45,9.57
3193,7.69,9.05,9.48,8.96,9.04,6.61,6.59,8.24
3194,8.11,9.20,9.83,9.79,9.35,8.83,9.18,9.57
3195,7.28,9.25,9.61,9.67,9.74,8.32,8.91,9.52
3196,7.25,7.98,9.09,9.17,8.87,7.43,8.73,8.29
3197,8.00,8.75,9.48,9.25,9.00,7.96,8.77,9.29
3198,7.19,8.95,9.30,9.04,9.09,7.40,7.18,7.81
3199,7.83,8.35,9.35,9.79,9.00,7.96,7.14,8.57
3200,6.89,7.70,9.65,9.54,8.96,7.13,7.55,8.29
3201,6.03,8.50,9.26,9.04,8.83,7.65,8.50,9.24
3202,8.06,9.80,9.30,9.67,9.13,7.91,9.05,9.43
3203,9.22,9.80,9.78,9.46,9.35,8.01,9.32,9.29
3204,7.39,8.95,9.74,9.42,9.13,9.35,8.50,9.29
3205,8.11,7.25,8.61,8.88,8.96,7.13,8.64,9.29
3206,7.78,8.18,9.48,8.88,9.30,7.57,7.95,8.52
3207,7.28,8.50,9.43,9.29,9.00,8.33,8.09,9.0
3208,7.28,9.10,9.52,9.21,9.43,7.13,9.27,9.57
3209,7.17,8.40,8.30,8.33,8.35,6.26,7.14,7.57
3210,6.61,8.15,9.26,9.21,9.13,7.84,7.95,8.43
3211,6.94,7.53,9.17,9.00,8.65,6.43,6.59,7.86
3212,7.83,8.00,7.70,8.79,8.61,6.96,7.41,7.95
3213,7.56,9.60,9.35,9.17,9.43,7.52,7.73,8.71
3214,7.17,7.95,9.17,9.21,9.04,6.57,6.82,7.86
3215,6.50,7.90,9.22,8.63,8.48,8.17,8.09,8.57
3216,7.17,8.95,9.39,9.71,9.30,8.22,7.91,8.95
3217,7.83,9.25,7.39,9.67,8.83,7.39,7.00,8.19
3220,6.39,8.05,9.13,8.79,8.52,7.39,7.55,8.14
3221,6.22,7.85,8.65,8.71,7.83,6.96,7.64,7.81
3222,6.53,8.10,9.09,8.71,8.09,6.78,7.09,7.52
3223,7.39,8.45,9.61,9.58,8.74,7.00,7.41,8.1
3224,6.67,9.20,9.65,9.54,8.83,7.22,8.18,8.71
3225,7.94,9.20,8.61,8.92,9.09,7.22,8.09,8.14
3226,6.81,8.55,9.61,9.63,9.70,6.09,7.77,8.57
3227,7.33,8.28,9.35,9.38,8.70,7.87,8.09,8.14
3228,7.78,7.50,8.70,8.75,8.70,6.57,7.55,8.71
3230,7.08,8.43,9.17,9.21,9.39,7.09,8.64,9.43
3231,6.83,8.20,7.57,7.17,7.43,6.96,8.77,8.86
3232,5.94,6.85,9.26,8.46,8.83,6.70,7.82,8.29
3233,6.25,7.88,9.52,9.58,9.43,7.26,7.95,8.14
3234,8.00,9.90,9.74,9.08,9.70,8.83,8.86,9.43
3235,8.50,9.80,9.52,9.17,9.09,8.83,9.18,9.29
3236,6.75,8.13,9.61,8.96,9.00,8.57,8.50,9.29
3237,7.72,8.50,9.39,9.71,8.91,7.91,8.09,8.71
3238,6.61,7.88,8.35,7.96,8.22,7.87,8.36,9.38
3239,8.11,9.45,9.39,9.21,9.26,7.78,8.05,8.71
3240,7.72,8.95,9.57,9.21,9.22,7.61,7.82,9.14
3242,7.72,8.65,8.65,9.00,8.04,6.91,7.23,8.0
3243,8.94,9.50,8.65,8.75,8.61,8.48,8.91,9.29
3244,8.17,9.70,9.61,9.50,9.57,7.96,8.50,9.0
3245,6.89,8.28,7.61,8.71,7.91,6.17,7.50,7.57
3246,7.39,9.30,7.96,8.46,7.87,6.87,7.00,7.86
3247,9.33,9.70,8.43,9.71,8.87,8.48,8.91,8.71
3248,8.22,9.18,9.39,9.63,8.35,7.26,7.82,8.38
3249,8.72,9.68,9.91,9.71,9.04,8.87,9.05,9.71
3250,8.83,9.80,9.87,9.83,9.17,8.74,8.91,8.57
3251,7.03,9.00,9.74,9.38,9.35,8.22,8.77,9.14
3252,7.94,9.70,9.78,9.67,9.61,8.30,9.18,8.71
3253,7.78,8.70,9.52,9.13,9.00,7.65,7.55,8.52
3254,6.36,7.50,9.39,9.21,9.35,8.13,8.36,9.0
3255,7.19,8.75,9.61,9.46,9.39,7.91,7.95,9.0
3256,7.44,9.25,7.13,8.13,7.22,7.13,7.55,7.52
3257,5.78,8.55,9.57,9.58,8.48,7.48,8.23,8.71
3258,8.14,9.00,9.39,9.46,8.17,7.43,7.73,8.71
3259,6.61,8.45,9.74,9.17,9.22,7.61,7.91,8.57
3260,8.11,8.50,9.17,9.21,8.00,6.52,7.41,7.43
3261,6.94,8.65,9.65,9.13,9.26,6.91,7.55,8.43
3262,9.89,9.80,9.13,9.58,8.43,8.52,8.50,8.57
3263,8.94,9.30,9.43,9.21,8.91,8.00,8.91,8.43
3264,5.94,7.55,9.30,9.13,8.35,7.43,7.95,8.24
3265,6.28,7.40,9.22,8.92,8.52,7.30,7.68,8.43
3266,7.07,6.87,7.65,8.08,7.65,6.70,6.95,7.38
3267,9.00,9.30,9.52,9.63,8.91,7.84,8.50,9.0
3269,7.17,9.15,8.39,8.42,8.04,7.04,8.09,8.29
3270,9.11,9.90,9.70,9.92,8.91,9.61,8.91,9.57
3271,8.89,9.80,9.52,9.75,9.17,8.80,8.91,9.0
3272,7.61,7.50,8.09,8.75,9.13,6.57,7.27,7.86
3273,7.11,8.60,9.61,9.58,8.91,7.65,8.09,8.57
3274,7.94,8.75,9.09,8.33,9.09,7.22,8.36,8.24
3275,7.61,8.20,8.74,8.88,7.57,6.78,6.50,6.8100000000000005
3276,8.22,8.88,9.17,9.29,9.39,8.78,8.27,8.05
3277,8.00,8.00,7.83,8.17,8.83,7.91,7.77,7.81
3278,7.83,8.65,9.09,8.75,9.00,7.83,7.36,7.71
3279,7.06,8.95,9.04,8.38,8.96,8.00,7.64,8.24
3280,8.03,9.40,9.22,9.00,8.57,7.26,7.05,7.9
3281,8.61,8.60,8.74,8.54,8.30,6.43,6.50,7.24
3282,7.56,9.25,9.91,9.58,9.43,8.22,7.73,7.95
3283,6.64,6.50,7.39,6.58,7.35,6.26,7.18,7.14
3284,6.61,7.25,8.43,8.17,8.65,8.04,7.68,8.19
3285,8.28,8.30,8.00,7.42,8.13,6.52,5.95,7.33
3286,7.89,9.05,9.87,9.04,9.35,8.91,8.36,8.38
3287,6.67,8.00,8.43,9.21,8.70,7.30,6.95,7.48
3288,7.69,8.65,8.87,7.75,8.43,7.78,7.36,7.86
3289,7.39,8.10,9.35,7.63,7.91,6.61,7.55,7.86
3290,8.00,8.25,8.87,7.96,8.65,7.52,6.77,6.67
3291,7.22,9.65,8.78,9.38,9.57,8.09,8.77,8.86
3292,8.25,7.55,8.57,7.63,7.96,7.22,6.86,7.95
3293,7.78,9.10,10.00,9.54,9.04,7.57,8.86,8.24
3294,6.00,7.08,7.70,7.29,7.91,7.35,7.36,7.24
3295,8.22,9.10,9.17,8.29,7.78,6.87,6.82,7.57
3296,8.39,8.85,9.74,9.79,9.22,8.83,9.05,9.0
3297,7.89,9.05,9.57,9.67,9.17,8.00,9.05,8.62
3298,7.92,9.00,9.87,8.83,8.00,7.39,7.00,8.19
3300,7.06,7.40,8.78,8.75,8.57,8.22,8.23,7.57
3301,9.19,8.90,9.57,8.79,7.65,6.83,6.00,6.38
3302,7.61,8.50,9.48,9.25,8.52,8.30,8.23,8.76
3303,7.83,9.30,9.35,9.58,8.65,7.22,7.45,8.29
3304,6.92,7.75,9.04,8.42,9.00,8.57,8.00,8.48
3305,7.76,7.56,7.22,7.67,7.52,4.74,6.00,7.62
3306,7.56,9.60,10.00,9.38,9.17,8.57,8.64,8.81
3307,7.78,9.00,9.91,9.38,9.00,7.70,7.68,8.29
3308,7.42,9.40,9.30,9.63,8.87,8.00,8.64,8.43
3309,8.00,8.30,9.35,8.60,8.96,7.09,7.59,7.86
3310,8.00,9.05,9.30,9.58,9.48,8.57,8.45,8.86
3311,7.75,9.20,9.70,8.71,8.26,7.13,7.32,7.62
3312,8.44,9.80,9.87,10.00,9.13,8.43,8.09,8.81
3313,6.61,7.18,8.83,7.29,7.13,6.96,7.18,7.95
3314,8.83,9.40,9.04,8.50,8.48,7.87,8.50,8.71
3315,7.75,7.50,8.91,7.75,7.83,7.22,8.00,8.62
3316,6.30,7.11,8.17,8.46,7.13,6.48,7.14,7.86
3317,9.17,9.90,9.43,9.50,8.87,9.52,9.41,9.38
3318,8.00,9.40,8.13,8.25,8.48,8.35,8.23,8.71
3319,8.56,9.25,8.35,8.44,7.87,8.39,8.68,8.14
3320,7.83,8.80,8.61,8.50,7.83,6.83,7.45,8.29
3321,8.06,8.75,8.48,7.54,8.39,7.35,7.00,7.76
3322,7.17,8.80,9.52,8.42,8.39,7.22,7.18,7.95
3324,7.72,9.50,7.96,8.58,8.22,7.70,7.68,8.43
3325,8.22,9.70,9.35,8.96,8.74,8.04,8.36,8.43
3326,7.61,8.75,8.96,7.71,8.48,7.17,7.00,7.05
3327,8.00,8.13,9.74,8.92,8.61,8.35,8.59,7.76
3328,7.67,9.60,7.96,8.25,8.43,8.26,8.50,8.86
3329,6.94,8.55,5.83,6.92,7.70,7.00,8.05,9.0
3330,7.22,8.10,8.52,7.92,8.30,6.43,7.73,7.33
3331,8.78,8.70,8.74,7.54,8.13,7.52,7.45,7.81
3332,7.42,8.05,9.65,9.17,8.43,7.61,7.41,8.52
3333,7.39,8.25,9.39,9.08,8.26,7.30,7.82,8.0
3334,7.33,9.60,9.04,9.08,9.13,7.70,8.32,7.9
3339,7.06,9.35,8.57,9.75,9.87,9.30,8.91,9.71
3340,8.11,8.00,8.74,9.42,9.43,7.04,7.18,8.62
3347,6.59,6.94,5.48,8.75,8.35,6.43,7.23,8.81
3348,7.06,6.72,7.48,8.58,7.52,7.09,7.55,7.95
3360,7.78,10.00,8.65,9.75,9.87,7.87,7.36,8.38
3362,7.48,7.69,8.70,9.58,9.43,6.39,7.50,8.19
3367,6.94,7.00,7.96,9.38,9.74,8.00,9.14,9.0
3377,8.28,7.50,8.35,9.46,9.35,7.78,7.41,7.95
3383,7.06,6.98,7.04,9.00,8.83,7.26,6.86,7.24
3384,8.28,8.20,8.65,9.50,9.35,7.52,7.95,8.57
3387,7.94,7.10,8.17,9.25,9.22,7.22,8.14,8.24
3390,7.44,8.08,7.83,9.25,9.35,7.13,8.32,8.86
3392,6.81,7.40,9.17,9.38,9.43,8.26,8.77,8.67
3393,8.39,9.48,8.87,9.38,9.17,8.57,8.91,9.29
3395,6.48,5.54,4.92,5.44,7.44,9.23,7.91,9.14
3397,6.75,7.75,8.74,9.38,9.52,7.00,6.59,8.24
3399,8.72,8.05,8.65,9.50,8.00,8.00,7.00,8.14
3400,7.89,7.65,8.83,9.67,8.00,8.00,7.95,9.0
3401,9.00,10.00,9.35,9.92,8.00,9.00,9.73,9.71
3402,8.17,8.70,7.61,9.21,7.00,7.00,7.14,7.81
3404,7.97,7.85,7.39,8.58,7.00,7.00,6.18,8.14
3406,7.72,9.15,8.30,9.71,9.00,9.00,8.59,8.86
3408,8.61,9.60,9.00,9.71,8.00,8.00,8.09,8.43
3409,6.72,7.35,7.57,8.63,7.00,7.00,7.64,7.86
3411,7.06,8.35,8.43,9.08,7.00,7.00,7.14,7.71
3412,8.00,8.10,5.52,7.58,6.00,7.00,6.91,7.76
3413,7.50,9.00,8.17,8.67,7.00,8.00,7.68,8.71
3414,8.17,9.90,8.96,9.62,9.61,8.70,9.73,8.29
3415,7.28,8.90,10.00,9.75,9.70,8.96,8.86,8.86
3416,7.83,9.70,9.87,9.88,10.00,8.70,8.64,8.57
3418,8.00,9.60,10.00,9.88,9.87,8.57,7.95,8.86
3419,6.61,8.55,8.43,9.38,9.17,7.91,7.68,8.14
3420,9.50,10.00,10.00,10.00,9.78,9.84,9.32,9.14
3421,8.25,8.48,9.35,9.79,9.74,8.74,8.23,8.29
3422,6.64,6.85,6.65,7.17,7.70,6.52,6.00,5.8100000000000005
3423,8.17,9.45,9.48,9.50,8.96,9.61,8.59,9.0
3424,7.50,9.80,10.00,9.88,9.87,9.87,9.05,9.57
